image_path,label
data/NEU-DET/train/images/pitted_surface/pitted_surface_228.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_214.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_176.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_189.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_188.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_177.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_163.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_201.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_215.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_229.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_12.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_38.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_10.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_203.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_149.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_175.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_161.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_148.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_202.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_11.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_39.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_15.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_29.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_212.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_170.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_164.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_158.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_159.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_171.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_213.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_207.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_28.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_16.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_211.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_205.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_239.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_167.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_173.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_198.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_172.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_166.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_8.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_238.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_204.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_210.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_64.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_129.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_101.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_114.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_100.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_128.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_59.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_73.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_116.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_103.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_72.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_76.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_62.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_89.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_113.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_106.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_112.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_88.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_77.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_61.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_75.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_49.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_110.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_138.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_139.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_111.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_105.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_48.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_74.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_60.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_45.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_86.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_92.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_120.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_134.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_135.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_109.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_93.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_87.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_44.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_78.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_52.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_46.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_91.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_85.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_137.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_122.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_136.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_84.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_90.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_53.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_43.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_80.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_132.jpg,pitted_surface
data/NEU-DET/train/images/pitted_surface/pitted_surface_126.jpg,pitted_surface
